Date,Fare,Notes,Segment,Station,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,_page,_page_desc
,,,Sumner-Vandrbilt Closed 10/3/69,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Sumner-Vandrbilt Closed 10/3/69,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598234,3411742,3236053,3427991,3474019,3344128,3458468,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,DeKalb Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Greene Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Franklin Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Nostrand Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Tompkins Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Sumner Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Reid Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Lexington Av El Closed 10/13/50,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,26,"Annual Registrations by Station 1940 to 1995, years 1975-1981, page 38"
,,,Canarsie,Rockaway Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840763,1842180,1854888,1784823,1771950,1774476,1742051,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,E. 105 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634182,664812,661824,657155,679343,703360,704641,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,New Lots Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360156,393234,407656,406900,378140,393135,400103,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Livonia Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208996,235765,244071,262942,239352,148594,166112,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Sutter Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549616,607150,629453,637968,575389,624831,639782,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Atlantic Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149274,159562,161260,165226,161685,156885,154927,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Bushwick Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149425,154339,158673,157779,170376,180109,197716,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Wilson Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444335,467015,487019,497476,490876,511386,555348,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Halsey St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813413,853840,878923,893981,927776,987220,1024680,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,DeKalb Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081838,1133475,1175022,1212017,1285276,1396945,1513306,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Jefferson St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736927,762778,797508,809850,839055,877217,898120,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Morgan Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435504,466358,466461,484746,511473,551467,589182,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Montrose Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577081,603809,679460,670016,698456,753406,850598,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Grand St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672584,693904,697435,703156,728317,755641,781449,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Graham Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949506,937397,951024,945217,950687,1005049,1043193,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Bedford Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283291,1323910,1459186,1508503,1601708,1691557,1846976,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10905391,11287438,11709863,11798116,12009853,12501278,13104384,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,168 St. (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,160 St. (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Sutphin Blvd.-LIRR (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Queens Blvd. (Closed 4/15/85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396770,388677,386761,107256,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Metropolitan Ave. (Closed 4/15/85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163162,151531,137888,38588,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,121 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293818,279690,265631,302070,325109,310803,302800,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,111 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265497,237114,221464,234096,247611,236618,211697,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,104-102 Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260879,251979,252742,240419,249448,254726,250331,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Woodhaven Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379140,374188,361418,343315,355974,338312,322503,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Forest Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379709,366455,355365,347240,355732,360803,348645,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Elderts Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388843,348292,344446,333860,350910,337236,353035,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Cypress Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301278,267388,248586,261386,224104,206724,207584,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Crescent St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350395,711333,696871,758142,787121,816578,786118,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Norwood Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289467,742841,591401,584121,606340,600242,601502,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Cleveland St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620405,42030,448488,487838,506283,532028,553220,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Van Siclen Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464499,37608,364649,427699,451981,461910,442017,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Alabama Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127769,10605,75275,95190,98521,96677,98211,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Chauncey St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418625,421794,375644,406253,381624,392147,391974,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Halsey St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795760,793161,753544,829989,796504,814807,800512,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Gates Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773648,781407,757050,796355,761187,772168,747976,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Kosciusko St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592095,587025,532673,580888,591138,605467,565958,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Myrtle Ave./Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933178,934917,753555,990645,1035942,1058118,914546,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Flushing Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191004,1301851,1158656,1332250,1305659,1303111,1177641,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Lorimer St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688632,708056,573862,666971,634371,616647,518743,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Hewes St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463975,796383,671253,478376,432914,423215,382718,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Marcy Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562343,1099377,793308,1442440,1494884,1522795,1304241,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Jamaica,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100891,11567416,11074648,12025387,11993359,12061132,11281908,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Metropolitan Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907105,898449,856498,853104,836422,817085,731085,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Fresh Pond Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878441,883223,856098,856380,854841,857814,808087,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Forest Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562165,560672,537725,546575,536925,531305,516177,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Seneca Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350990,348862,326480,359684,378993,359910,334734,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Knickerbocker Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454526,476426,414688,478392,503467,496654,452177,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Myrtle Ave.,Central Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259429,254815,227410,230175,240062,241076,221235,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Tompkins Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Nostrand Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Franklin Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Grand Avenue (Closed 1/21/53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Washington Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Vanderbilt Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Sumner-Vandrbilt Closed 10/3/69,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412656,3408777,3218907,3324310,3350710,3304491,3063498,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,DeKalb Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Greene Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Franklin Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Nostrand Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Tompkins Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Sumner Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Reid Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Lexington Av El Closed 10/13/50,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,"Annual Registrations by Station 1940 to 1995 - Years 1982-1988, Page 39"
,,,Canarsie,Rockaway Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681997,1687358,1595559,1558803,1651473,1709628,1771137,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,E. 105 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666372,619646,565942,583665,645891,667678,671055,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,New Lots Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368258,399435,354518,354263,376368,388890,405792,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Livonia Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219078,237225,220551,204879,241739,242206,272750,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Sutter Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580870,568819,529023,526243,580522,575256,604282,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Atlantic Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139142,138785,120215,111605,120107,122848,127847,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Bushwick Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178100,178801,156106,155487,165550,173690,,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Wilson Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519359,499787,434314,457733,493792,513099,527859,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Halsey St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964759,986431,874481,916337,971995,1038167,1085935,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,DeKalb Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487231,1442284,1342311,1364160,1427606,1552659,1638754,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Jefferson St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875495,840723,727228,740571,748944,844980,891312,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Morgan Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615901,606116,454970,478599,514684,569250,613069,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Montrose Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758250,727057,669352,707560,713427,779645,815851,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Grand St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793810,738082,670913,714196,749377,798190,854718,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Graham Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064924,1056453,996382,993431,1051485,1157567,1184960,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Bedford Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775353,1747278,1768132,1797110,1854050,1957000,2090146,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Conductor's Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Canarsie,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12688899,12454283,11485997,11620643,12308022,13090957,13745350,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,168 St. (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,160 St. (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,Sutphin Blvd.-LIRR (Closed 9/11/77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,Queens Blvd. (Closed 4/15/85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,Metropolitan Ave. (Closed 4/15/85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,121 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449642,467876,452785,403858,432003,443725,487994,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,111 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352010,424868,431432,408871,458691,479830,530899,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,104-102 Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342940,406352,413875,392987,432580,459439,516517,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,Woodhaven Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435135,526658,531992,501406,573965,622079,697616,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
,,,Jamaica,Forest Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436504,492897,471447,453100,530100,534677,634668,27,"Annual Registrations by Station 1940 to 1995 - Years 1989-1995, Page 40"
